Amber;https://github.com/EgeBalci/amber;PE;
APack;https://www.ibsensoftware.com/download.html;PE;
Ezuri;https://github.com/guitmz/ezuri;ELF;
KKrunchy;http://www.farbrausch.de/~fg/kkrunchy/;PE;
m0dern_p4cker;https://github.com/n4sm/m0dern_p4cker;PE;
PEtite;https://www.un4seen.com/petite/;PE;
UPX;https://upx.github.io/;ELF,PE,Mach-O;
